repo,month,lines,hours,kind
augur,1,77.73367744108548,5.169308606487384,docs
augur,1,22.209489271684692,17.225547006827778,fix
augur,1,163.5739263185146,7.2903466875322716,feature
augur,1,22.465265238705882,5.730169364985523,fix
augur,1,39.76253085531892,10.187399099212197,feature
augur,1,104.87636068880029,11.997916470260602,fix
augur,1,24.418813822635936,6.824340855668375,fix
augur,1,115.82501829086166,11.512220347287972,feature
augur,1,140.9459115334956,19.41191255505222,fix
augur,1,20.058768960243615,8.205002527710118,fix
augur,1,22.538538500164236,12.329382758424144,docs
augur,1,7.616947001807656,5.320707038808145,feature
augur,1,170.0878636032216,22.22514444655014,fix
augur,1,22.53629904970959,7.700006688497739,fix
augur,1,250.93729323566268,24.63844398348159,feature
augur,1,97.26079060064882,4.4191568657127025,feature
augur,1,129.8535216957255,12.351360452604906,fix
augur,1,96.14269108353396,32.37378765887648,docs
augur,1,17.802205192339613,13.883001968598712,feature
augur,2,30.50972089917974,12.956726683929999,fix
augur,2,205.1718264467874,18.420851878967003,docs
augur,2,7.585108913756898,4.267881992952287,fix
augur,2,61.993530649837524,10.783539634581071,docs
augur,2,114.19416141229341,15.594658594292987,feature
augur,2,20.394740697019465,12.797804396683054,docs
augur,2,14.859605330854198,19.990833317138808,feature
augur,2,33.515030291159206,3.2446904354022403,feature
augur,2,95.34590398097903,9.000796455935475,feature
augur,2,168.08616887568053,11.016645857117767,feature
augur,2,939.7793132004751,78.25415089174561,feature
augur,2,97.70758146217318,19.698865990493044,fix
augur,2,104.52865809782007,4.001128943798833,fix
augur,2,25.53836211136499,4.019916091065708,fix
augur,2,92.30899566094573,12.534060089525182,feature
augur,2,126.77020718113498,8.77397308371773,fix
augur,2,9.240856859643673,4.52978206159875,fix
augur,2,47.020161354674435,13.0431861241698,feature
augur,2,34.153964434202756,5.770964320472279,feature
augur,2,350.5395494217392,29.279456424249833,feature
augur,2,25.38054134909221,7.4134472735595285,feature
augur,2,84.4219269532414,6.082526305667308,feature
augur,2,19.5930982842873,5.481550158998586,fix
augur,2,11.326872195405869,3.548205035016253,feature
augur,2,40.654542253197405,9.311782331614705,fix
augur,2,123.00829972831825,11.679539378538399,feature
augur,2,27.41534067744175,16.169579215669703,fix
augur,2,14.071629318755313,9.053478012001637,feature
augur,2,3.7225343393704478,2.6804754124508543,feature
augur,2,7.936622033908346,2.9785361819267955,fix
augur,2,90.65814691521544,13.842106200710624,feature
augur,2,36.80893433739658,15.465700574167693,feature
augur,2,71.58787950429561,6.141132147447835,fix
augur,2,25.351851736719446,11.162750719464237,fix
augur,2,99.88215597838534,15.808334844159226,feature
augur,2,253.22890570746006,33.41169559017918,fix
augur,2,52.124199923208586,5.964017338251457,docs
augur,3,49.646869187015376,11.82454393778792,docs
augur,3,36.179884825856554,4.6422239962260905,feature
augur,3,9.598755809413667,6.835969001585996,fix
augur,3,9.983469771192174,5.897151721272673,fix
augur,3,20.396724469518258,7.827114425075839,feature
augur,3,181.34514954342572,11.279830433773776,docs
augur,3,108.2281593142191,10.222333342870428,fix
augur,3,32.09641498101509,12.12850119141489,fix
augur,3,68.70274700625832,6.297957099782878,fix
augur,3,113.08808065683147,13.106161415795233,fix
augur,3,44.35415636558439,5.510179112488138,feature
augur,3,172.77771625431203,14.493393718980165,feature
augur,3,86.28613448889752,26.383168944551468,fix
augur,3,37.428986256439075,10.022157117735587,fix
augur,3,15.861976909442037,13.367437163143201,fix
augur,3,145.90064309691286,12.724865233596988,fix
augur,3,17.863522047212683,6.944453980533065,docs
augur,3,59.5349756168071,8.028391980966354,docs
augur,3,177.56418982073677,7.830016910917168,fix
augur,3,7.449801818414156,1.6859832510652122,fix
augur,3,54.96680082626368,12.475362638039645,fix
augur,3,51.421756301540675,10.404972570452255,feature
augur,3,49.2131278680828,12.53032892089503,feature
augur,3,45.26098332919355,7.475180137142189,feature
augur,3,20.31136786494019,4.649464373011483,docs
augur,3,326.828857442932,22.59332473676767,feature
augur,3,38.62337280915071,15.226887455120693,docs
augur,3,41.49376004816519,11.868627185494336,fix
augur,3,75.99834094256018,6.968573700321946,fix
augur,3,20.340123185393114,3.7772565283289947,feature
augur,3,122.40520676439327,7.122406998847538,fix
augur,3,69.7251249928108,6.7338716452510665,fix
augur,3,50.948012223321086,6.6157596836301655,fix
augur,3,56.64025233397494,11.691357463338454,fix
augur,3,95.09794202136132,16.494619269499427,feature
augur,3,61.07624824941383,9.015217547369385,feature
augur,3,38.0897424751563,17.284025167190276,feature
augur,3,69.21324740289303,11.882612249363731,fix
augur,3,35.151271614030975,4.244714560306081,feature
augur,4,75.695287287102,7.136069717186768,fix
augur,4,30.866006042353874,8.706278304779833,fix
augur,4,36.60629482413733,16.620078902455784,fix
augur,4,207.34598329059736,28.16117415949944,docs
augur,4,153.77546115353502,10.352558428149507,docs
augur,4,37.120509467855534,5.443902931940172,fix
augur,4,14.98357855023287,4.74508685903063,fix
augur,4,15.97960311777895,4.582706311382292,fix
augur,4,232.60631158377112,7.068329251103682,fix
augur,4,21.03328945617374,3.348670297783705,feature
augur,4,22.07101390989753,10.39697110760858,fix
augur,4,31.881148770958124,11.216109105909707,feature
augur,4,43.67042745815903,11.178338310868826,feature
augur,4,102.24596601300507,15.69035110005516,fix
augur,4,16.12746682693472,13.91845310887363,docs
augur,4,1154.3180207939968,20.931144377117498,fix
augur,4,35.36705859241735,9.726531133514033,fix
augur,4,24.54951721226008,7.1720894914966165,fix
augur,4,61.159187951425984,13.984415773871733,feature
augur,4,125.66609363740211,15.230137523352546,fix
augur,4,17.642599746159714,4.649973481326336,feature
augur,4,108.06296465478528,10.560755642816702,docs
augur,4,102.14027900141122,8.311134774324612,fix
augur,4,43.5421131695653,11.67434768371344,fix
augur,4,17.788390280867297,7.354303699551653,feature
augur,4,22.999109200464602,5.621974730000109,feature
augur,4,34.614467471997536,12.14390729900704,fix
augur,4,34.80562402442803,10.634912041406258,feature
augur,4,29.65356905284603,4.587598531577358,docs
augur,4,36.665661386731536,6.58354285155834,feature
augur,4,333.23400565017613,27.221267006146494,fix
augur,4,27.255780511884332,3.639851819042709,docs
augur,4,72.85140448636493,5.45617116043579,fix
augur,4,118.62370832471898,8.089345756217309,fix
augur,4,35.61188297037662,9.307097312513672,fix
augur,4,10.60219344531824,11.744911185698033,fix
augur,4,192.63040880904998,29.040222561348678,fix
augur,4,76.85819769288786,16.248799894564097,fix
augur,4,46.34350903920737,6.913912584520036,feature
augur,5,31.31402317772743,2.9752659712467584,fix
augur,5,19.552607610226772,5.273362403910678,feature
augur,5,74.7265253371232,28.629229222123552,feature
augur,5,13.286321504420432,6.49303792871314,feature
augur,5,81.40083076334547,8.141879326594358,fix
augur,5,32.744539969129974,6.093827316299559,feature
augur,5,27.98666926078186,7.838906576495522,fix
augur,5,40.724178475809225,7.4746441752722195,fix
augur,5,93.6348381783162,26.80406407370555,fix
augur,5,53.54646136533081,19.34350869925749,feature
augur,5,33.94092757522151,9.140247798087007,feature
augur,5,37.93493773319366,5.644488626329393,feature
augur,5,33.72925134612076,7.755505484426612,fix
augur,5,89.43106598298515,13.305574478889588,fix
augur,5,15.041859871091694,11.777828499382482,feature
augur,5,34.65891627616915,11.264446241491909,fix
augur,5,11.447656530369057,5.044419100249362,fix
augur,5,19.171954474968846,4.556910313010311,fix
augur,5,8.219851041468736,7.1021982876951695,docs
augur,5,44.42175040150567,10.197246301511436,feature
augur,5,17.692782701559338,5.746751747461949,fix
augur,5,27.393860122038255,4.005507040669192,fix
augur,5,68.03995280844683,4.4729010700927265,fix
augur,5,81.89195012804802,14.063746393857121,docs
augur,5,49.8278035436693,11.006009736579466,docs
augur,5,81.01218654862363,4.602514328420394,docs
augur,5,67.43293905881896,26.49329346374575,feature
augur,5,46.49954975388344,5.088197137864304,fix
augur,5,45.566210393410756,7.470809435389514,feature
augur,5,295.2388140847544,14.431125520917979,feature
augur,5,34.89796831367277,4.781338814440359,docs
augur,5,35.89634313980323,5.0759327006856,fix
augur,5,28.69050086113629,11.434999093129283,fix
augur,5,38.01752451932958,6.360196941159184,fix
augur,5,133.14643549160436,13.607359808268571,feature
augur,5,53.14952707168417,11.544342996209624,feature
augur,5,26.948754365655734,6.120299655039078,fix
augur,6,62.55995957537431,13.677039326198587,fix
augur,6,29.857925893407252,5.474803872211484,docs
augur,6,131.43413354214746,7.7486318788634625,fix
augur,6,355.6135865397952,40.91490824339939,fix
augur,6,173.79021307315585,7.111807749086017,feature
augur,6,114.52683732975773,5.100300901312985,feature
augur,6,119.44486072253515,23.099573145615278,fix
augur,6,72.95256525962516,24.576472448180873,docs
augur,6,14.39147398107737,6.065510911422654,fix
augur,6,200.54692838393998,17.03763424912575,fix
augur,6,602.1728734826964,17.995686643254725,feature
augur,6,107.36470996247641,18.70595801666543,feature
augur,6,98.16736604689125,11.838829666424653,feature
augur,6,43.82434043593255,8.363359939217494,fix
augur,6,62.55785031970512,7.6544001425622366,feature
augur,6,261.5733914947045,5.744077975698809,feature
augur,6,26.826909459136633,2.1131294080089256,fix
augur,6,29.406048630974592,6.656227201896256,docs
augur,6,161.9043122106689,27.115376587997368,feature
augur,6,109.19211738353613,12.01762058151503,feature
augur,6,26.003661999012433,7.827588512337006,fix
augur,6,79.28319898493734,17.188228952225256,fix
augur,6,178.41799801456565,57.94926131961846,fix
augur,6,55.350407386773256,7.54171143055103,feature
augur,6,14.03879964041249,6.365586263019864,feature
augur,6,28.998070990741763,7.038316061560175,fix
augur,6,5.243965945944901,7.528394524042737,feature
augur,6,21.12300334942867,8.338079961212758,feature
augur,6,6.209016354891308,7.261250468410473,feature
augur,6,43.88589244699702,9.812289614728423,fix
augur,6,179.47944170572538,16.434705237898434,feature
augur,6,36.0210266143484,14.854262228492496,docs
augur,6,94.04643481071732,8.73994387235823,feature
augur,6,37.515715530193496,7.133067078896512,feature
augur,6,98.50910532869072,14.072036197433333,fix
augur,6,199.61555471377307,20.29471374824627,feature
augur,6,10.008177086640528,5.962471181999134,feature
augur,7,52.97319017919449,9.144202871511594,feature
augur,7,158.29073297248468,12.869325675081736,feature
augur,7,17.57457624992937,4.185736929387516,fix
augur,7,13.368008002657973,9.666427984334325,feature
augur,7,117.89038349699176,20.611106654882075,feature
augur,7,6.414372489042331,2.8527962509054463,fix
augur,7,136.2948403471531,7.816872435829411,fix
augur,7,37.98487136433961,16.966344765053805,fix
augur,7,14.098528677546424,8.49693279370103,feature
augur,7,76.09464789314227,8.927816171286526,feature
augur,7,35.86380623062885,5.216551375743033,fix
augur,7,78.55681142864275,23.850818104868086,docs
augur,7,60.373695337463595,7.741057683903826,fix
augur,7,155.96045224770518,5.498652198730099,fix
augur,7,31.97080245193536,8.581709936372192,docs
augur,7,127.81631200348747,15.133481090172822,fix
augur,7,74.56672371506457,11.19010149491357,feature
augur,7,67.03049614313571,16.586546789365713,feature
augur,7,63.78188743144654,5.532606475053748,feature
augur,7,66.38148759810005,4.218111932132329,fix
augur,7,21.34347963183457,13.72133590872946,fix
augur,7,36.69354179219251,16.873179542186126,fix
augur,7,31.281056980067472,5.3892099611353315,feature
augur,7,220.26290263291926,19.39548637025891,fix
augur,7,19.254416131369503,6.179405107824684,docs
augur,7,72.48758614662071,12.972430082863863,fix
augur,7,44.49623348806565,8.880284433967635,fix
augur,7,9.226127599186341,6.760204950642617,fix
augur,7,144.81287767493816,7.744270243266164,fix
augur,7,138.99938474106506,16.258163268040995,feature
augur,7,23.03391655072164,8.152627103598263,fix
augur,7,74.42212901373532,8.722372427347647,feature
augur,7,160.9934610942802,20.41178759913897,docs
augur,7,139.82667757383953,17.338203368888202,feature
augur,7,22.516173089680354,7.345847674951492,docs
augur,7,34.78892513829306,3.78482196026882,fix
augur,7,64.70306921153697,35.87352079855117,fix
augur,7,681.1282106010434,57.72347107053368,docs
augur,7,286.85708109294615,18.707502302059833,fix
augur,7,26.21244160882807,8.02876672010698,docs
augur,7,11.296907792851846,5.0166124229847995,fix
augur,7,96.81600316745495,23.009018781680613,fix
augur,7,57.91244178320333,11.185138660434884,fix
augur,7,71.45594191803751,11.021563024452005,fix
augur,8,7.524165861757608,4.398272342918891,feature
augur,8,208.7031766077695,28.075787658451418,docs
augur,8,79.03976832632773,20.23809323742678,docs
augur,8,102.35359016875977,19.803505417178542,fix
augur,8,69.590661556362,5.746757659009704,docs
augur,8,24.746918356224967,7.335361837587799,feature
augur,8,22.02643720546547,14.14938950059166,feature
augur,8,29.60592669809008,8.334974438525888,feature
augur,8,101.00758432149152,10.23732051304298,docs
augur,8,28.665448150359442,6.398512538025438,docs
augur,8,21.782891896129147,6.915109966148123,fix
augur,8,565.2539890827244,34.680204422652665,fix
augur,8,32.75068877172464,6.839131686500499,fix
augur,8,262.2729907564818,25.036198736531546,feature
augur,8,74.21582694758067,11.722073500468351,fix
augur,8,212.48447854636348,9.30152506051735,fix
augur,8,10.445133269469666,5.734834385471095,fix
augur,8,536.2134086467165,15.61794826030319,feature
augur,8,108.54072283011338,9.114608306873704,fix
augur,8,26.89507882143819,5.020577463531008,docs
augur,8,59.467555706979496,16.95042249167189,fix
augur,8,284.60116494263474,13.242461170839658,feature
augur,8,19.986566939058626,3.2314358908298293,feature
augur,8,65.00487402479722,23.321737147400714,feature
augur,8,111.66638500358431,17.812299595601004,fix
augur,8,24.091442144240617,14.030428368149419,feature
augur,8,70.86523347155077,8.313633731769356,feature
augur,8,15.566770306908602,3.318986548789103,fix
augur,8,17.149342612490265,9.452931190883355,fix
augur,8,25.71318058095569,11.3403741249321,fix
augur,8,52.23580932504966,9.85421833126475,fix
augur,8,54.57480541852143,6.320949907066985,fix
augur,8,181.27168768068955,6.58959967961663,feature
augur,9,4.7090532439257435,3.3457481154190347,fix
augur,9,68.73938867383828,6.891097508037398,fix
augur,9,91.51878649427944,32.88577791189101,fix
augur,9,37.01339338454953,8.886100605816278,docs
augur,9,59.52381851237143,9.742643541443327,docs
augur,9,10.974658307065594,4.297268389348472,fix
augur,9,19.067480016222778,5.247208520044028,feature
augur,9,127.45345257700562,7.960521147227396,feature
augur,9,120.53618101952793,12.785866804794312,fix
augur,9,6.224269782730668,6.878276872090898,fix
augur,9,70.62113529142214,6.378351731584231,fix
augur,9,179.76869324939165,14.623770355962037,fix
augur,9,7.523519719022997,7.168100041473177,fix
augur,9,105.12357200405437,17.833780155712937,fix
augur,9,258.1897911141791,14.435018080236333,feature
augur,9,118.07556555868005,14.608214534135232,docs
augur,9,182.19068015327892,18.551390762988714,feature
augur,9,45.10386789619714,9.83297858489364,docs
augur,9,59.22168986833905,8.992556080213268,docs
augur,9,15.72618629376034,2.4670700873075515,feature
augur,9,54.76492545027444,5.894133383173437,feature
augur,9,38.36371082307558,6.691758124932522,docs
augur,9,71.81082296190017,11.625929178081924,feature
augur,9,114.78290233777689,9.200497747513003,feature
augur,9,19.21873323969511,8.819486049387548,feature
augur,9,40.83244026645135,10.578483969548373,feature
augur,9,11.772176009076066,5.190226457926921,docs
augur,9,95.6133033080081,12.127371909406206,fix
augur,9,72.77939078521247,12.022278041512962,fix
augur,9,36.43196487717795,6.7539632072103615,docs
augur,9,9.086490028943722,4.772509448223938,feature
augur,9,80.3785730304804,22.724665989813996,fix
augur,9,14.932284493637079,5.283558658394381,feature
augur,9,141.28569586800066,28.135193167253124,fix
augur,10,34.877562629749605,4.074275065846046,docs
augur,10,10.776978667764627,4.168153543078091,feature
augur,10,108.26963720437823,23.71923870974818,docs
augur,10,66.17349211146936,12.883348652242512,fix
augur,10,3.015382413550634,2.397147838550393,feature
augur,10,16.99715191365798,7.32506655841407,feature
augur,10,7.797817129883319,4.474469180031295,feature
augur,10,52.41460909613324,4.456619304692813,feature
augur,10,29.51133939598872,11.804380881273918,fix
augur,10,29.749568242548424,8.552188791044275,docs
augur,10,25.495236604286635,3.360677670079899,feature
augur,10,114.25971510491952,13.211236263430258,fix
augur,10,26.959123073417953,5.761227510039091,fix
augur,10,11.273627064893432,15.438234984274395,fix
augur,10,438.93942502877576,35.585848690693126,fix
augur,10,103.62275310680951,13.527364865652403,fix
augur,10,109.3175576513962,9.192945999170583,docs
augur,10,32.33211534652831,3.973032750040288,fix
augur,10,61.5147005699039,11.145369331119316,feature
augur,10,32.77493163846973,11.669692363639781,feature
augur,10,32.52833898016114,6.638304591391471,docs
augur,10,93.4241767132958,16.83746897439317,fix
augur,10,123.33774554331474,7.501545136855855,feature
augur,10,5.729117438516717,9.930773978185126,fix
augur,10,25.90610980665118,4.667836531310968,feature
augur,10,10.156174409108369,5.4574233244476,fix
augur,10,10.736385076969105,4.077672019847824,fix
augur,10,75.1365924229516,14.760001453092782,feature
augur,10,52.81597148579931,9.13229020249094,fix
augur,10,56.393851311650636,9.07642750103702,docs
augur,10,7.5228422544497455,6.792697396754905,fix
augur,10,61.71192096227166,17.75249641763424,docs
augur,10,12.743280365626495,9.176776224697216,feature
augur,10,18.145862556997496,8.539878387183647,feature
augur,10,103.25880395616373,13.500175010730278,fix
augur,11,423.87030435936106,18.13871126314947,feature
augur,11,147.75531210390366,13.93740969599301,fix
augur,11,18.63125732063923,4.696120256459505,feature
augur,11,45.41880815630966,16.741820946227023,fix
augur,11,35.52728455738228,5.827511225566359,fix
augur,11,152.7308308717155,7.307799403969444,fix
augur,11,26.448657471067136,6.153807150030883,fix
augur,11,35.9914221602809,11.262884920890022,feature
augur,11,40.24886252270056,7.010151777609357,docs
augur,11,22.715587448933903,7.476710558818069,feature
augur,11,10.810161327664003,8.76924548145796,fix
augur,11,13.099709324844548,3.375430582272261,feature
augur,11,8.305702067411707,3.3481304965365113,fix
augur,11,42.64685219539965,8.376995092844586,feature
augur,11,21.84992071441789,5.353492217009933,fix
augur,11,11.969992318436422,4.424857355775306,feature
augur,11,25.55947020605296,13.3325019064906,feature
augur,11,104.51368555957494,3.20474589833455,docs
augur,11,154.91365718861522,9.33378336764932,fix
augur,11,64.18084774240042,15.949108667773453,feature
augur,11,54.61177752853161,5.717553313331817,fix
augur,11,65.5868082078708,5.349939218225612,fix
augur,11,23.10687459810464,4.933306810823012,docs
augur,11,115.0090832556366,7.898259614464687,feature
augur,11,9.310253370870795,3.7023256725560754,feature
augur,11,165.026133223831,20.289032095012836,fix
augur,11,185.92567370150397,21.092138749580055,fix
augur,11,23.07399845455557,3.053543125580815,feature
augur,11,116.79673999090069,14.31713489708307,docs
augur,11,103.85404729663178,15.633527640018814,fix
augur,11,24.95636229734444,12.679570624794941,fix
augur,11,45.61002123962638,4.46494423383781,feature
augur,11,10.822553285889068,11.075118144540358,feature
augur,11,66.35170915981968,9.640973235782385,fix
augur,11,178.83039453862108,11.807212688150383,fix
augur,11,18.339546117152285,4.413647829917151,fix
augur,12,128.31579787399372,14.584599415756735,feature
augur,12,20.3924453607259,22.209897728601312,feature
augur,12,8.097407755915352,4.245305600906773,feature
augur,12,249.53442829028404,44.31464959638778,fix
augur,12,48.71208360435155,6.914157519972948,feature
augur,12,87.68104633066092,7.8681694497012975,docs
augur,12,27.13093992526108,6.497470944111469,feature
augur,12,280.0659331654208,18.53111621343372,docs
augur,12,16.91570129930312,3.4763505134336956,feature
augur,12,125.50706893936662,14.707395440757953,fix
augur,12,79.21944363181615,9.04725163443945,feature
augur,12,35.834377204895766,4.096935006916427,docs
augur,12,68.06022987393314,8.739806648618446,feature
augur,12,35.35249674138802,11.058805262155825,feature
augur,12,74.5352688647491,9.024699530592377,docs
augur,12,218.58749552246536,8.39014250610943,docs
augur,12,203.12363782569278,16.796731644254937,feature
augur,12,38.96067881431296,18.862794985620056,docs
augur,12,16.037153624819144,8.91010754982457,fix
augur,12,10.246177209945927,4.652408156700879,docs
augur,12,13.005686251681635,3.070050351323607,feature
augur,12,53.17901172866118,11.746292841336249,docs
augur,12,26.422554077754693,7.9514459408242155,fix
augur,12,58.7287664719329,21.992140289266583,feature
augur,12,10.685242444011454,3.469087346444468,docs
augur,12,180.7924944257569,10.213309555711486,docs
augur,12,47.97976926483041,6.327632603716823,fix
augur,12,38.50458632173811,13.777441663061051,feature
augur,12,36.288725400403216,9.980933227748466,fix
augur,12,132.46860881172148,18.59172078295504,feature
augur,12,9.265248737218958,14.071952969660858,feature
augur,12,17.534340503968416,3.9514621744094383,fix
augur,12,10.566698338829605,5.933051458409769,feature
augur,12,35.80635938144154,12.442750879727793,fix
augur,12,71.85741214147674,8.970578309775595,fix
augur,12,213.02976065353093,12.959522910007413,fix
augur,13,208.94574961703054,13.971810748257962,docs
augur,13,473.9018536350657,27.317393662321688,fix
augur,13,136.0572951114454,4.326994210016613,fix
augur,13,41.33812802021045,26.962348152395432,feature
augur,13,28.027312707677446,3.7048116356749046,fix
augur,13,39.94388808827702,9.697013011877244,fix
augur,13,375.6228037495422,23.895193665633634,feature
augur,13,197.4663350758914,20.51506801393868,feature
augur,13,10.335884931178446,6.359782959158265,fix
augur,13,188.2308049737171,9.931248452048536,feature
augur,13,51.69476579575253,16.057895342061677,docs
augur,13,59.64513138233237,10.600320144502534,fix
augur,13,67.2775164181889,10.009850782814205,feature
augur,13,9.354912933406334,10.459933854655128,fix
augur,13,18.789223999907463,8.898704311406641,fix
augur,13,33.55888606100269,6.824628348973391,feature
augur,13,14.518835613599933,4.578678761520455,fix
augur,13,48.97008334200824,8.201590875855494,feature
augur,13,84.56023889312905,7.020042149913333,fix
augur,13,28.869456663381865,16.30827429534131,feature
augur,13,38.87920429295256,12.007262438611708,feature
augur,13,35.224852633040996,6.193457866746819,fix
augur,13,15.194803052394036,5.827599164132787,feature
augur,13,11.247662323188276,6.292873895827848,feature
augur,13,68.30312274457484,15.975584342855015,feature
augur,13,46.64398432509064,10.76376485740812,fix
augur,13,69.67993163534342,4.6346938057994205,docs
augur,13,274.7035438188179,16.94544763490694,fix
augur,13,42.23638989827236,8.838674646221467,fix
augur,13,132.49379014932882,11.891376593956553,fix
augur,13,79.69305430824447,14.479167435534094,feature
augur,13,49.666685954496465,9.389766449300767,feature
augur,13,6.03156008262457,5.773178285091576,fix
augur,13,156.53362495756272,46.198867031231245,feature
augur,13,20.00361056742048,4.202596490546587,feature
augur,13,75.5604584277603,10.183129650795006,fix
augur,14,91.55657800741513,10.310260295261521,feature
augur,14,180.2405221009793,14.081785939734552,fix
augur,14,208.9358754816916,10.858216143525707,fix
augur,14,15.600819031320695,6.126047799701343,feature
augur,14,5.451997205046255,7.535527244288511,fix
augur,14,49.11841658640265,11.082224074368689,fix
augur,14,44.63600731851391,16.07967702802985,docs
augur,14,52.79263685618203,11.928754533311347,feature
augur,14,168.77602237103662,7.038632657571472,fix
augur,14,48.00369677368965,9.325288332345245,fix
augur,14,75.15999636892033,15.421772181416287,feature
augur,14,293.5779016852916,10.678379410995223,feature
augur,14,389.52092115513784,28.1154209307996,fix
augur,14,67.54738821667758,19.616220964705658,fix
augur,14,107.6865165535693,22.945628497671795,fix
augur,14,42.6676843031638,16.813161915064285,fix
augur,14,51.48318954678882,3.795150396241397,fix
augur,14,47.902178521743586,12.709520370352601,feature
augur,14,14.423234853218984,15.72758027122718,fix
augur,14,31.448594602130687,10.6601672775714,feature
augur,14,7.461040858289797,3.029879022987966,feature
augur,14,54.890055405697154,11.942666470385873,fix
augur,14,41.086822963200966,10.069803299513643,docs
augur,14,23.40053010100752,5.612723444167474,feature
augur,14,46.848676796810764,7.411846125809857,fix
augur,14,51.79608825220099,11.500845756738565,fix
augur,14,14.757392540283714,10.309134150201862,feature
augur,14,94.42704427652664,8.423300814608403,feature
augur,14,158.43036669613494,5.567283468967833,fix
augur,14,71.29339899273269,8.61475278135772,docs
augur,14,32.7198866383128,8.799631155487022,feature
augur,14,119.02254571894183,17.52790945941215,feature
augur,14,27.804819342477796,19.78431780956603,feature
augur,14,49.28086180838329,7.741714371580006,feature
augur,14,107.60683720832432,21.090381169845312,fix
augur,14,6.959256481540705,6.054192469640936,feature
augur,15,90.52016858914828,6.741310681046559,feature
augur,15,39.70689775813051,10.683418822117781,feature
augur,15,53.519928360566546,6.356985480014374,feature
augur,15,108.79753067950067,11.305818363251122,feature
augur,15,21.905123313688552,7.665323943680589,fix
augur,15,30.96769385731378,10.003966682706292,fix
augur,15,34.2906980629906,10.862279885340271,feature
augur,15,60.26154575375452,15.700533959427515,docs
augur,15,28.84594094648061,6.866125143293242,fix
augur,15,14.004238720132012,7.024438828694948,feature
augur,15,8.043132062469223,6.489340673587139,fix
augur,15,37.820499080090215,10.532877317524076,feature
augur,15,48.840592658631515,3.4324346951670153,fix
augur,15,28.450671276437564,3.793402420428786,fix
augur,15,194.58633271082712,16.261654855941362,fix
augur,15,95.34831818570052,11.347355610610432,feature
augur,15,102.37873215891558,20.002949547156554,fix
augur,15,242.34529068238365,42.58730337437427,fix
augur,15,118.65288364259627,10.216133864712884,fix
augur,15,62.02917481142056,11.313222564856327,fix
augur,15,109.28212169300251,9.951501431434384,feature
augur,15,25.535924716840587,6.773712398561065,fix
augur,15,7.29161480584891,3.757945368439049,fix
augur,15,127.8724344892941,28.907017084140772,fix
augur,15,84.00826205250515,8.267494700885019,docs
augur,15,39.479125075694995,7.572126390009731,fix
augur,15,58.94045858470886,23.06833727492221,feature
augur,15,10.123638879072502,5.776869675668703,feature
augur,15,64.85936546160936,18.303194399261955,fix
augur,15,49.087440564593074,12.259269931770893,feature
augur,15,65.81635163650758,13.788528801238893,fix
augur,15,159.18752047395026,18.890223277906273,fix
augur,15,13.254844196148621,1.573223537396069,feature
augur,15,221.21148500776644,17.065078918414244,fix
